readfile	mapping_type	sequence_length	sequence_count	read_count
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_1_S25_L001_R1_001_trim_condensed.bam	R	23	1494	19180
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_1_S25_L001_R1_001_trim_condensed.bam	R	24	1448	10187
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_1_S25_L001_R1_001_trim_condensed.bam	R	>24	18958	163655
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_1_S25_L001_R1_001_trim_condensed.bam	H	<21	18998	263552
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_1_S25_L001_R1_001_trim_condensed.bam	H	21	4439	82019
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_1_S25_L001_R1_001_trim_condensed.bam	H	22	4003	62726
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_1_S25_L001_R1_001_trim_condensed.bam	H	23	3932	68775
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_1_S25_L001_R1_001_trim_condensed.bam	H	24	3707	57451
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_1_S25_L001_R1_001_trim_condensed.bam	H	>24	48365	1075096
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_1_S25_L001_R1_001_trim_condensed.bam	N	<21	108453	429125
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_1_S25_L001_R1_001_trim_condensed.bam	N	21	38358	132341
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_1_S25_L001_R1_001_trim_condensed.bam	N	22	38533	138341
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_1_S25_L001_R1_001_trim_condensed.bam	N	23	38756	161646
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_1_S25_L001_R1_001_trim_condensed.bam	N	24	38161	183540
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_1_S25_L001_R1_001_trim_condensed.bam	N	>24	507052	2820620
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	U	<21	29012	84491
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	U	21	2955	5348
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	U	22	2634	6391
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	U	23	2558	5591
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	U	24	2389	4565
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	U	>24	31648	98511
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	P	<21	10464	40032
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	P	21	561	2566
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	P	22	564	3327
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	P	23	588	4414
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	P	24	494	2239
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	P	>24	6470	78843
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	R	<21	17986	49455
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	R	21	1559	6695
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	R	22	1467	12522
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	R	23	1401	11981
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	R	24	1376	8460
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	R	>24	17835	134941
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	H	<21	18895	202098
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	H	21	4160	57387
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	H	22	3876	44868
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	H	23	3897	49009
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	H	24	3686	44183
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	H	>24	50639	864766
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	N	<21	146553	584158
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	N	21	54704	205115
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	N	22	55860	218623
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	N	23	55307	235530
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	N	24	54336	238736
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_2_S26_L001_R1_001_trim_condensed.bam	N	>24	824796	4953803
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	U	<21	18460	45448
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	U	21	2895	4401
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	U	22	2802	5136
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	U	23	2887	5955
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	U	24	3036	4913
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	U	>24	51598	107622
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	P	<21	7337	29196
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	P	21	702	3425
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	P	22	707	4784
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	P	23	699	3790
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	P	24	772	3186
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	P	>24	10159	87651
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	R	<21	10693	30159
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	R	21	1209	6111
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	R	22	1214	7757
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	R	23	1314	11120
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	R	24	1402	9577
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	R	>24	21480	115073
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	H	<21	14692	193534
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	H	21	3197	60500
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	H	22	3038	48757
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	H	23	3209	58807
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	H	24	3066	47777
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	H	>24	44751	781273
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	N	<21	86338	343390
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	N	21	32889	145278
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	N	22	33673	155138
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	N	23	34634	178838
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	N	24	34660	190041
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_3_S34_L001_R1_001_trim_condensed.bam	N	>24	614863	4562310
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	U	<21	25938	79424
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	U	21	2840	6889
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	U	22	2686	9769
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	U	23	2636	6768
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	U	24	2702	5570
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	U	>24	38293	93914
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	P	<21	11799	55119
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	P	21	535	3393
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	P	22	502	4707
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	P	23	498	3634
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	P	24	482	3041
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	P	>24	6264	62414
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	R	<21	16529	47927
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	R	21	1058	5744
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	R	22	964	7031
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	R	23	988	10251
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	R	24	955	6000
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	R	>24	14566	92308
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	H	<21	18623	227719
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	H	21	3825	61971
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	H	22	3567	59841
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	H	23	3508	62855
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	H	24	3315	53901
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	H	>24	45897	701364
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	N	<21	121180	488510
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	N	21	44025	193024
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	N	22	46076	187723
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	N	23	42547	178593
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	N	24	40793	190635
/work/pi_hputnam_uri_edu/jillashey/cnidarian_sperm_smRNA/output/nvec_shortstack/nvec_4_S35_L001_R1_001_trim_condensed.bam	N	>24	585970	3547928
